Date,Hour,Temperature_C,Wind_Speed_kmh,MW,Total_Emissions,Carbon_Intensity_g_kWh
2020-01-01,1,-1.7,22.7,16547,114190.0,6.90094881247356
2020-01-01,2,-1.6,22.1,16173,113610.0,7.0246707475422
2020-01-01,3,-1.5,21.8,16027,114560.0,7.147937854869907
2020-01-01,4,-1.7,20.7,15912,114560.0,7.199597787833082
2020-01-01,5,-1.8,20.2,16023,113580.0,7.08856019472009
2020-01-01,6,-1.6,19.5,16091,114590.0,7.121372195637313
2020-01-01,7,-1.2,19.5,16268,115600.0,7.105974920088517
2020-01-01,8,-0.6,19.0,16439,217550.0,13.233773343877365
2020-01-01,9,-0.6,19.4,16536,236110.0,14.278543783260764
2020-01-01,10,-0.5,18.9,16855,222880.0,13.223375852862652
2020-01-01,11,-0.3,21.2,17266,213050.0,12.339279508861345
2020-01-01,12,0.1,23.9,17451,198840.0,11.39418944473096
2020-01-01,13,0.2,22.3,17692,183650.0,10.380397919963826
2020-01-01,14,0.6,22.3,17699,179760.0,10.156506017289113
2020-01-01,15,1.0,21.6,17711,174340.0,9.843600022584834
2020-01-01,16,1.0,19.7,17187,174370.0,10.145458776982602
2020-01-01,17,0.2,16.3,17667,132750.0,7.5140091696383084
2020-01-01,18,-1.1,14.2,18553,116550.0,6.282002910580499
2020-01-01,19,-2.0,9.5,18519,116090.0,6.268697013877639
2020-01-01,20,-3.5,7.1,18298,116060.0,6.342769701606733
2020-01-01,21,-1.8,13.7,18238,115570.0,6.336769382607742
2020-01-01,22,-1.9,14.8,18561,115540.0,6.224880124993265
2020-01-01,23,-2.0,12.2,17992,116030.0,6.44897732325478
2020-01-01,24,-1.3,14.8,17121,115570.0,6.7501898253606685
2020-01-02,1,-0.6,16.0,16404,115570.0,7.0452328700316995
2020-01-02,2,0.9,17.9,16447,115570.0,7.026813400620174
2020-01-02,3,1.4,17.8,16114,115080.0,7.141615986099044
2020-01-02,4,1.5,17.3,15927,115080.0,7.225466189489546
2020-01-02,5,1.4,16.6,16094,115110.0,7.152354914875109
2020-01-02,6,1.6,18.1,16578,114710.0,6.91941126794547
2020-01-02,7,1.8,19.6,17537,115900.0,6.608884073672806
2020-01-02,8,2.8,19.9,19008,116440.0,6.125841750841751
2020-01-02,9,2.7,19.6,19477,187000.0,9.601067926272012
2020-01-02,10,3.6,21.4,19506,248040.0,12.71608735773608
2020-01-02,11,4.7,21.7,19037,199920.0,10.501654672479907
2020-01-02,12,5.8,24.5,18991,245980.0,12.952451161076299
2020-01-02,13,6.6,24.8,18622,200470.0,10.765223928686499
2020-01-02,14,6.9,26.1,19139,247570.0,12.93536757406343
2020-01-02,15,7.0,26.3,19092,199430.0,10.445736434108527
2020-01-02,16,6.6,25.7,19084,246690.0,12.926535317543491
2020-01-02,17,6.0,24.4,19020,148540.0,7.809674027339643
2020-01-02,18,5.2,21.4,19623,134330.0,6.845538398817714
2020-01-02,19,5.0,20.0,19638,117670.0,5.991954374172523
2020-01-02,20,4.2,18.9,19429,115220.0,5.930310360800864
2020-01-02,21,4.5,15.5,19003,115220.0,6.063253170552018
2020-01-02,22,4.4,15.7,18591,115190.0,6.196008821472756
2020-01-02,23,4.3,14.1,18216,114700.0,6.296662274923144
2020-01-02,24,4.3,13.5,17275,114490.0,6.627496382054993
2020-01-03,1,4.0,14.3,16397,113330.0,6.911630176251753
2020-01-03,2,4.1,14.3,16186,115690.0,7.147534906709502
2020-01-03,3,4.2,12.9,15873,115200.0,7.2576072576072574
2020-01-03,4,3.9,8.4,15968,133820.0,8.380511022044088
2020-01-03,5,3.3,7.4,16429,141170.0,8.592732363503561
2020-01-03,6,3.3,10.0,16648,167140.0,10.039644401729937
2020-01-03,7,3.1,12.3,16620,166370.0,10.010228640192539
2020-01-03,8,3.3,9.8,17211,180820.0,10.506071698332462
2020-01-03,9,3.0,9.4,17823,265800.0,14.913314256859115
2020-01-03,10,3.4,10.3,17604,301050.0,17.10122699386503
2020-01-03,11,5.1,10.0,18084,442110.0,24.44757796947578
2020-01-03,12,6.4,10.6,17835,463580.0,25.992710961592376
2020-01-03,13,7.3,11.5,18066,536100.0,29.674526735303886
2020-01-03,14,7.8,10.5,18276,626260.0,34.26679798643029
2020-01-03,15,8.0,11.5,18143,589020.0,32.46541365816017
2020-01-03,16,7.9,10.1,18299,664480.0,36.31236679599978
2020-01-03,17,7.2,9.5,18732,702700.0,37.51334614563314
2020-01-03,18,6.0,10.1,19339,750230.0,38.79362945343606
2020-01-03,19,5.0,10.6,19117,697340.0,36.47748077627243
2020-01-03,20,1.9,7.8,18871,685120.0,36.305442212919296
2020-01-03,21,0.9,11.7,18237,569480.0,31.226627186489004
2020-01-03,22,0.5,13.4,17774,394060.0,22.170586249578037
2020-01-03,23,0.3,13.9,17076,290640.0,17.02037947997189
2020-01-03,24,0.8,15.0,16171,213290.0,13.18966050337023
2020-01-04,1,0.4,13.1,16006,133310.0,8.32875171810571
2020-01-04,2,0.3,11.8,15911,115640.0,7.267927848658161
2020-01-04,3,0.5,10.2,15519,115640.0,7.451511050969779
2020-01-04,4,0.7,10.6,15610,115640.0,7.408071748878924
2020-01-04,5,0.6,9.2,15613,115640.0,7.406648305898931
2020-01-04,6,0.3,7.6,16096,119560.0,7.4279324055666
2020-01-04,7,-0.0,8.8,16172,115640.0,7.150630719762552
2020-01-04,8,-0.2,8.6,16626,115640.0,6.955371105497414
2020-01-04,9,-0.1,7.1,17000,163170.0,9.598235294117647
2020-01-04,10,0.3,6.5,17584,188160.0,10.700636942675159
2020-01-04,11,0.9,7.4,18053,266070.0,14.738270647537805
2020-01-04,12,1.6,6.6,17917,248430.0,13.865602500418596
2020-01-04,13,2.1,7.7,17989,266560.0,14.817944299294012
2020-01-04,14,2.2,8.9,18330,288120.0,15.718494271685762
2020-01-04,15,2.3,9.0,17627,150920.0,8.561865320247348
2020-01-04,16,2.6,10.3,17697,150920.0,8.527999095891959
2020-01-04,17,2.4,8.5,18527,209720.0,11.319695579424623
2020-01-04,18,1.6,10.8,19418,211190.0,10.875991348233597
2020-01-04,19,1.0,10.5,19504,211190.0,10.828035274815422
2020-01-04,20,0.5,8.4,19382,212170.0,10.946754720875038
2020-01-04,21,0.3,10.2,18943,148960.0,7.863590772316951
2020-01-04,22,0.1,12.3,18659,149940.0,8.035800418028833
2020-01-04,23,-0.1,12.4,17825,116130.0,6.515007012622721
2020-01-04,24,-0.6,9.8,17050,116130.0,6.811143695014663
2020-01-05,1,-0.4,10.7,16961,115150.0,6.789104416013207
2020-01-05,2,-0.4,18.1,17075,116620.0,6.8298682284040995
2020-01-05,3,-1.2,16.3,16760,116620.0,6.958233890214797
2020-01-05,4,-1.5,14.3,17125,116620.0,6.80992700729927
2020-01-05,5,-1.7,12.3,16879,116620.0,6.909177083950471
2020-01-05,6,-2.1,8.4,17102,116620.0,6.819085487077535
2020-01-05,7,-1.8,7.8,16914,116620.0,6.894879981080761
2020-01-05,8,-2.3,8.9,16761,116710.0,6.963188353916831
2020-01-05,9,-2.8,4.8,16999,172540.0,10.150008824048474
2020-01-05,10,-1.3,2.9,17461,236180.0,13.526143978008133
2020-01-05,11,0.1,9.0,17664,182770.0,10.347033514492754
2020-01-05,12,0.9,13.3,17844,177870.0,9.968056489576329
2020-01-05,13,1.2,13.7,18254,258230.0,14.146488440889668
2020-01-05,14,1.1,13.1,18468,224910.0,12.178362573099415
2020-01-05,15,1.3,13.1,18741,265090.0,14.14492289632357
2020-01-05,16,1.9,10.5,18940,344960.0,18.213305174234424
2020-01-05,17,1.7,15.1,19136,370440.0,19.358277591973245
2020-01-05,18,1.0,15.5,20205,313110.0,15.496659242761693
2020-01-05,19,0.7,15.0,20099,307230.0,15.285835116174933
2020-01-05,20,-0.1,15.1,20142,306740.0,15.228874987588124
2020-01-05,21,-0.5,15.5,20060,227850.0,11.358424725822532
2020-01-05,22,-0.5,16.7,19279,214130.0,11.106903885056278
2020-01-05,23,-0.1,19.6,18476,214130.0,11.589629789997835
2020-01-05,24,0.2,20.1,18252,214130.0,11.73186500109577
2020-01-06,1,0.5,19.9,18145,130000.0,7.164508128961146
2020-01-06,2,0.7,19.3,17939,116060.0,6.469702881988963
2020-01-06,3,1.0,20.2,17604,116120.0,6.596228129970461
2020-01-06,4,1.0,17.3,17713,116150.0,6.557330774007791
2020-01-06,5,1.5,21.9,17847,115660.0,6.480641004090323
2020-01-06,6,1.5,21.7,17865,115840.0,6.484186957738595
2020-01-06,7,1.3,23.9,18495,117060.0,6.329278183292782
2020-01-06,8,1.3,19.7,20011,118120.0,5.902753485582929
2020-01-06,9,0.1,19.3,20083,173550.0,8.641637205596773
2020-01-06,10,0.2,19.3,20059,176980.0,8.822972231915848
2020-01-06,11,0.7,19.7,20061,177010.0,8.823588056427894
2020-01-06,12,1.3,23.7,19702,176030.0,8.934625926301898
2020-01-06,13,1.6,25.8,19513,106420.0,5.453800030748732
2020-01-06,14,1.6,28.6,19613,99070.0,5.051241523479325
2020-01-06,15,1.3,28.0,19443,99070.0,5.095407087383634
2020-01-06,16,1.3,27.0,19629,99560.0,5.0720872178918945
2020-01-06,17,1.1,25.1,20641,99320.0,4.811782374884937
2020-01-06,18,1.1,25.1,21900,115710.0,5.2835616438356166
2020-01-06,19,0.5,19.4,21234,116200.0,5.472355656023359
2020-01-06,20,0.5,21.2,21141,116200.0,5.4964287403623295
2020-01-06,21,-0.2,19.6,19962,116660.0,5.844103797214708
2020-01-06,22,-0.5,15.0,19697,117150.0,5.947606234451947
2020-01-06,23,-1.3,13.4,18656,117150.0,6.279481132075472
2020-01-06,24,-1.3,16.4,17849,116760.0,6.541542943582273
2020-01-07,1,-1.7,15.9,17116,117100.0,6.841551764430942
2020-01-07,2,-2.1,14.2,17002,116180.0,6.83331372779673
2020-01-07,3,-2.6,11.4,16517,117650.0,7.12296421868378
2020-01-07,4,-2.8,11.0,16566,117130.0,7.070505855366413
2020-01-07,5,-3.2,9.3,16470,117160.0,7.113539769277474
2020-01-07,6,-3.1,12.1,16970,116760.0,6.880377136122569
2020-01-07,7,-3.6,10.4,17631,118440.0,6.717713118938234
2020-01-07,8,-2.2,5.5,18986,202440.0,10.662593489939956
2020-01-07,9,-3.6,6.5,19166,206850.0,10.792549306062819
2020-01-07,10,-0.3,13.2,19018,216220.0,11.369229151330318
2020-01-07,11,0.5,14.6,18941,309810.0,16.356580961934426
2020-01-07,12,0.8,11.8,18942,343590.0,18.139056065885335
2020-01-07,13,1.5,12.3,18602,379820.0,20.418234598430278
2020-01-07,14,2.2,12.9,18511,431730.0,23.322889092971746
2020-01-07,15,2.9,11.3,18740,500850.0,26.72625400213447
2020-01-07,16,3.2,11.2,19233,612540.0,31.848385587271878
2020-01-07,17,2.6,12.0,19783,619920.0,31.33599555173634
2020-01-07,18,2.1,13.1,20959,473410.0,22.587432606517485
2020-01-07,19,1.8,15.1,20828,371490.0,17.836086038025734
2020-01-07,20,1.4,14.7,20960,294560.0,14.053435114503817
2020-01-07,21,1.1,15.6,20565,277900.0,13.513250668611718
2020-01-07,22,0.8,17.7,19945,279370.0,14.00701930308348
2020-01-07,23,0.7,15.3,18997,201460.0,10.604832341948729
2020-01-07,24,0.7,18.1,18579,185450.0,9.981699768555897
2020-01-08,1,-0.2,15.0,18230,186280.0,10.218321448162369
2020-01-08,2,-1.0,14.3,17380,186250.0,10.716340621403912
2020-01-08,3,-1.5,14.0,17719,187200.0,10.564930300807044
2020-01-08,4,-1.3,13.6,17890,187230.0,10.465623253214087
2020-01-08,5,-1.0,15.0,18197,187750.0,10.317634774962906
2020-01-08,6,-1.5,19.4,18308,187720.0,10.253441118636662
2020-01-08,7,-3.2,21.9,18723,185420.0,9.903327458206483
2020-01-08,8,-3.1,20.3,20367,268440.0,13.180144351156283
2020-01-08,9,-3.2,19.0,20355,358200.0,17.597641857037583
2020-01-08,10,-3.4,19.9,20452,385640.0,18.855857617836886
2020-01-08,11,-3.3,21.7,20500,530190.0,25.862926829268293
2020-01-08,12,-3.4,23.0,20169,552820.0,27.409390649015815
2020-01-08,13,-3.7,24.6,20322,469700.0,23.11288259029623
2020-01-08,14,-3.9,26.8,20179,510000.0,25.27379949452401
2020-01-08,15,-3.8,27.7,19808,661440.0,33.392568659127626
2020-01-08,16,-5.0,31.6,20497,708590.0,34.570424940235156
2020-01-08,17,-6.1,30.0,21082,693540.0,32.89725832463713
2020-01-08,18,-6.7,22.8,21704,525870.0,24.22917434574272
2020-01-08,19,-7.6,23.7,21852,571690.0,26.16190737689914
2020-01-08,20,-8.0,18.5,21479,555720.0,25.872712882350204
2020-01-08,21,-8.4,17.4,20862,583870.0,27.987249544626593
2020-01-08,22,-8.7,14.2,19798,479480.0,24.21860794019598
2020-01-08,23,-8.6,11.1,19015,317820.0,16.714173021298976
2020-01-08,24,-8.8,6.9,18471,301470.0,16.32126035406854
2020-01-09,1,-9.1,3.8,18037,276770.0,15.344569496035927
2020-01-09,2,-9.5,4.7,18160,277350.0,15.272577092511014
2020-01-09,3,-9.9,5.2,18075,277050.0,15.32780082987552
2020-01-09,4,-10.4,7.9,18263,277080.0,15.171658544598369
2020-01-09,5,-10.7,8.4,18726,280570.0,14.982911460002136
2020-01-09,6,-10.9,8.3,18557,253310.0,13.650374521743815
2020-01-09,7,-10.8,9.7,19231,252480.0,13.128802454370547
2020-01-09,8,-9.4,8.9,20277,337830.0,16.660748631454357
2020-01-09,9,-8.5,11.1,20662,375560.0,18.1763624044139
2020-01-09,10,-6.4,12.7,20366,442200.0,21.712658352155554
2020-01-09,11,-4.7,18.3,20506,471140.0,22.975714425046327
2020-01-09,12,-4.3,20.4,20113,358250.0,17.811862974195794
2020-01-09,13,-4.2,20.1,20194,275480.0,13.641675745270872
2020-01-09,14,-4.2,21.3,20802,342090.0,16.445053360253823
2020-01-09,15,-3.7,22.2,21258,366070.0,17.220340577664878
2020-01-09,16,-2.9,22.1,21295,466520.0,21.90749002113172
2020-01-09,17,-2.4,22.4,21576,498370.0,23.09835001853912
2020-01-09,18,-2.1,19.8,21796,256800.0,11.781978344650394
2020-01-09,19,-1.2,21.5,21715,260260.0,11.985263642643334
2020-01-09,20,-1.5,22.3,21716,197570.0,9.097900165776386
2020-01-09,21,-0.4,22.8,21323,187310.0,8.7844111991746
2020-01-09,22,-0.3,17.7,20399,181400.0,8.892592774155595
2020-01-09,23,0.4,12.3,19314,180910.0,9.366780573677126
2020-01-09,24,0.8,8.5,18507,180150.0,9.734154644188685
2020-01-10,1,2.7,14.6,18226,179420.0,9.844178645890485
2020-01-10,2,5.0,22.7,17716,179820.0,10.15014675999097
2020-01-10,3,5.9,26.1,17454,179880.0,10.305947060845652
2020-01-10,4,6.6,29.2,17284,179420.0,10.380698912288823
2020-01-10,5,6.3,28.0,17294,178470.0,10.319764080027756
2020-01-10,6,5.7,26.4,17896,178160.0,9.955297273133661
2020-01-10,7,5.1,25.3,18667,177820.0,9.525901323190658
2020-01-10,8,4.6,20.7,19826,178000.0,8.978109553112075
2020-01-10,9,4.5,19.1,20220,254410.0,12.582096933728982
2020-01-10,10,4.8,20.8,20276,469550.0,23.157920694417044
2020-01-10,11,5.1,19.9,20216,507770.0,25.117233874159083
2020-01-10,12,5.0,15.7,20266,540600.0,26.675219579591435
2020-01-10,13,5.1,15.3,19909,594990.0,29.88547892912753
2020-01-10,14,5.6,14.2,19822,629810.0,31.773282211683988
2020-01-10,15,5.4,12.9,19363,599430.0,30.957496255745493
2020-01-10,16,5.1,11.1,19239,355960.0,18.502001143510576
2020-01-10,17,4.3,8.6,19701,388880.0,19.739099538094514
2020-01-10,18,4.0,8.1,19471,397670.0,20.423707051512505
2020-01-10,19,3.4,6.9,18785,284450.0,15.142400851743412
2020-01-10,20,2.5,9.0,18667,208560.0,11.17265763111373
2020-01-10,21,2.2,8.9,18441,209020.0,11.334526327205683
2020-01-10,22,2.6,5.1,18234,160940.0,8.82636832291324
2020-01-10,23,2.9,3.7,17621,137600.0,7.8088644231314905
2020-01-10,24,3.4,6.9,16514,79850.0,4.835291268015018
2020-01-11,1,3.5,10.9,16328,71810.0,4.39796668299853
2020-01-11,2,3.8,9.4,16377,71540.0,4.36832142639067
2020-01-11,3,4.3,8.7,16709,73010.0,4.3695014662756595
2020-01-11,4,4.8,10.5,16945,73010.0,4.308645618176453
2020-01-11,5,5.7,12.4,16797,79380.0,4.725843900696553
2020-01-11,6,7.2,20.1,16934,82810.0,4.89016180465336
2020-01-11,7,8.0,24.7,17282,89670.0,5.188635574586275
2020-01-11,8,10.0,29.1,17593,152390.0,8.661967828113454
2020-01-11,9,10.3,26.2,18287,250390.0,13.692240389347624
2020-01-11,10,10.7,25.3,18957,324870.0,17.137205253995884
2020-01-11,11,11.1,20.3,19253,331240.0,17.204591492234975
2020-01-11,12,11.0,12.7,19260,332770.0,17.27777777777778
2020-01-11,13,10.8,11.3,19186,332280.0,17.318878348795998
2020-01-11,14,4.9,28.0,19037,336140.0,17.657193885591216
2020-01-11,15,3.4,25.8,18891,265090.0,14.032608120268911
2020-01-11,16,3.0,24.5,18937,298410.0,15.758039816232772
2020-01-11,17,2.8,23.5,18760,179830.0,9.585820895522389
2020-01-11,18,2.9,19.6,19456,168070.0,8.638466282894736
2020-01-11,19,2.3,19.8,19515,168560.0,8.63745836535998
2020-01-11,20,2.0,16.2,19052,167090.0,8.770207852193995
2020-01-11,21,2.1,14.5,18728,166600.0,8.89577103801794
2020-01-11,22,2.0,15.2,18164,167090.0,9.198964985685972
2020-01-11,23,1.8,16.0,17576,166600.0,9.478834774692762
2020-01-11,24,1.4,22.4,17250,168070.0,9.7431884057971
2020-01-12,1,1.1,18.4,16915,167090.0,9.878214602423885
2020-01-12,2,0.8,21.4,17186,169050.0,9.836494821366228
2020-01-12,3,0.5,22.6,17481,167580.0,9.5864081002231
2020-01-12,4,0.1,22.7,17138,158760.0,9.263624693663205
2020-01-12,5,0.1,14.4,17278,158270.0,9.16020372728325
2020-01-12,6,-0.3,14.1,17639,156800.0,8.889392822722376
2020-01-12,7,-1.5,28.2,17966,159250.0,8.86396526772793
2020-01-12,8,-2.6,24.9,18575,279790.0,15.06271870794078
2020-01-12,9,-3.7,19.9,18470,302330.0,16.368706009745534
2020-01-12,10,-3.8,24.0,18462,305760.0,16.561585960350993
2020-01-12,11,-3.7,23.5,18847,379260.0,20.123096514034064
2020-01-12,12,-3.5,22.4,18262,413560.0,22.645931442339283
2020-01-12,13,-3.2,19.4,17765,401800.0,22.617506332676612
2020-01-12,14,-2.6,17.3,18155,464030.0,25.559350041310935
2020-01-12,15,-1.7,15.5,18196,491960.0,27.036711365135194
2020-01-12,16,-1.5,13.8,17922,593390.0,33.10958598370718
2020-01-12,17,-1.8,10.9,18216,644350.0,35.372749231444885
2020-01-12,18,-3.5,8.3,18893,662970.0,35.0907743608744
2020-01-12,19,-4.5,13.2,18968,689920.0,36.372838464782795
2020-01-12,20,-5.5,10.2,18349,579180.0,31.56466292441005
2020-01-12,21,-6.2,10.5,18231,531650.0,29.16186714936098
2020-01-12,22,-6.4,10.6,17849,478240.0,26.79365790800605
2020-01-12,23,-6.3,10.4,16868,370500.0,21.964666824756936
2020-01-12,24,-6.1,11.2,16322,242150.0,14.835804435730916
2020-01-13,1,-5.8,10.4,16194,235470.0,14.540570581696924
2020-01-13,2,-5.5,12.9,16123,241040.0,14.950071326676177
2020-01-13,3,-4.8,15.1,16271,264800.0,16.27435314362977
2020-01-13,4,-3.5,15.9,16010,427970.0,26.7314178638351
2020-01-13,5,-2.4,9.1,15939,699890.0,43.910533910533914
2020-01-13,6,-2.1,9.9,15961,790760.0,49.54326170039471
2020-01-13,7,-1.8,9.7,17174,912550.0,53.135553744031675
2020-01-13,8,-1.0,11.5,18693,1164070.0,62.27304338522442
2020-01-13,9,-1.2,9.2,19524,1500210.0,76.83927473878303
2020-01-13,10,-1.3,10.0,19632,1538980.0,78.39140179299103
2020-01-13,11,-0.8,7.9,19640,1520780.0,77.43279022403259
2020-01-13,12,-0.1,5.7,19448,1441000.0,74.09502262443439
2020-01-13,13,0.7,2.6,19201,1297770.0,67.58866725691371
2020-01-13,14,1.4,1.3,19695,1469570.0,74.61640010154862
2020-01-13,15,1.7,1.1,19983,1587070.0,79.42100785667817
2020-01-13,16,1.3,3.9,20184,1732060.0,85.81351565596512
2020-01-13,17,0.5,3.3,20213,1691420.0,83.67981002325236
2020-01-13,18,-0.0,3.8,20062,1583920.0,78.95125112152328
2020-01-13,19,0.2,5.9,19406,1421770.0,73.26445429248686
2020-01-13,20,-0.4,8.2,19547,1498490.0,76.66086867550008
2020-01-13,21,0.3,6.3,19384,1531720.0,79.01981015270326
2020-01-13,22,-0.0,9.7,19044,1514820.0,79.5431632010082
2020-01-13,23,-1.7,7.1,17232,909390.0,52.7733286908078
2020-01-13,24,-3.0,6.8,15962,567440.0,35.549429896003005
2020-01-14,1,-3.0,7.4,14995,236600.0,15.778592864288097
2020-01-14,2,-2.7,7.4,14818,163860.0,11.058172492914023
2020-01-14,3,-2.5,9.2,14894,170390.0,11.440177252584933
2020-01-14,4,-1.9,11.4,14944,211060.0,14.123394004282655
2020-01-14,5,-1.5,13.9,15379,405650.0,26.376877560309513
2020-01-14,6,-1.0,16.6,16288,665750.0,40.87364931237721
2020-01-14,7,-0.8,18.7,17846,894450.0,50.12047517651014
2020-01-14,8,0.5,19.2,19199,941610.0,49.04474191364134
2020-01-14,9,1.4,19.2,19338,1082240.0,55.964422380804635
2020-01-14,10,1.9,19.5,19170,1207160.0,62.97130933750652
2020-01-14,11,2.4,20.8,19275,1341910.0,69.61919584954605
2020-01-14,12,2.8,23.5,19293,1420340.0,73.61944746799357
2020-01-14,13,3.1,21.7,18726,1175340.0,62.765139378404356
2020-01-14,14,3.1,17.6,19439,1325710.0,68.19846699933125
2020-01-14,15,3.3,13.8,19753,1230100.0,62.27408494912165
2020-01-14,16,3.2,10.5,19654,1061420.0,54.005291543706115
2020-01-14,17,2.4,7.2,20414,968810.0,47.45811697854413
2020-01-14,18,0.9,6.4,20782,781140.0,37.587335193917816
2020-01-14,19,1.4,4.0,20618,678730.0,32.91929382093316
2020-01-14,20,-0.8,6.2,20000,567010.0,28.3505
2020-01-14,21,-0.0,7.3,19621,310250.0,15.81214005402375
2020-01-14,22,1.0,12.3,19038,239720.0,12.591658787687782
2020-01-14,23,1.3,10.8,18614,180430.0,9.693241646072849
2020-01-14,24,1.3,9.3,17629,162700.0,9.229111123716603
2020-01-15,1,2.1,18.7,16421,162090.0,9.87089702210584
2020-01-15,2,1.8,17.7,16505,165000.0,9.996970614965162
2020-01-15,3,1.4,16.9,16376,168920.0,10.315095261358085
2020-01-15,4,0.9,16.4,16190,207140.0,12.79431747992588
2020-01-15,5,0.8,16.8,16241,329640.0,20.2967797549412
2020-01-15,6,0.6,14.6,16801,468860.0,27.906672221891554
2020-01-15,7,0.4,14.0,17296,672480.0,38.880666049953746
2020-01-15,8,-0.1,7.2,18405,761840.0,41.39309970116816
2020-01-15,9,1.1,1.5,18101,747310.0,41.28556433346224
2020-01-15,10,1.3,3.4,18150,745010.0,41.047382920110195
2020-01-15,11,2.3,9.7,18620,775270.0,41.63641245972073
2020-01-15,12,3.1,8.9,18753,891890.0,47.55985708953234
2020-01-15,13,3.7,9.7,18717,1008510.0,53.88203237698349
2020-01-15,14,3.7,10.7,18574,1035060.0,55.72628405297728
2020-01-15,15,3.7,7.4,18102,974210.0,53.8178101867197
2020-01-15,16,3.8,4.2,18372,910820.0,49.576529501415195
2020-01-15,17,3.0,5.9,18479,906810.0,49.07246063098653
2020-01-15,18,2.0,6.3,19375,950790.0,49.073032258064515
2020-01-15,19,1.6,8.2,19377,653640.0,33.732775971512616
2020-01-15,20,0.9,10.3,18905,573830.0,30.353345675747157
2020-01-15,21,1.3,9.6,18533,505840.0,27.294016079425887
2020-01-15,22,1.6,13.3,17677,361900.0,20.472930927193527
2020-01-15,23,1.3,10.5,16756,208590.0,12.448675101456194
2020-01-15,24,1.5,12.9,16244,181800.0,11.191824673725684
2020-01-16,1,1.0,9.7,15928,180310.0,11.320316423907585
2020-01-16,2,0.2,14.5,16163,181110.0,11.205221802883129
2020-01-16,3,0.1,13.4,16678,179120.0,10.739896870128312
2020-01-16,4,-0.1,12.2,17163,180590.0,10.522053254093107
2020-01-16,5,-0.0,11.6,17615,180590.0,10.252057905194437
2020-01-16,6,0.2,15.3,17466,180250.0,10.320050383602428
2020-01-16,7,0.2,22.1,18185,181780.0,9.996150673632114
2020-01-16,8,-0.4,13.5,19693,269760.0,13.69826842025085
2020-01-16,9,-0.5,15.8,20292,452930.0,22.320618963138184
2020-01-16,10,0.1,17.7,19781,554850.0,28.049643597391437
2020-01-16,11,0.9,22.9,19823,497520.0,25.098118347374264
2020-01-16,12,1.3,21.2,19758,427450.0,21.634274724162363
2020-01-16,13,1.2,20.0,19852,486740.0,24.518436429578884
2020-01-16,14,0.3,26.3,19733,464810.0,23.554958698626667
2020-01-16,15,-0.9,28.9,19720,489670.0,24.831135902636916
2020-01-16,16,-1.8,30.4,19975,536410.0,26.8540675844806
2020-01-16,17,-3.5,31.1,20542,574290.0,27.956868854055106
2020-01-16,18,-4.8,28.2,21353,564550.0,26.438907881796467
2020-01-16,19,-5.5,29.1,21580,562100.0,26.047265987025025
2020-01-16,20,-5.5,22.8,21375,483820.0,22.63485380116959
2020-01-16,21,-5.7,22.9,21041,470450.0,22.358728197329025
2020-01-16,22,-6.6,22.2,19980,227210.0,11.371871871871871
2020-01-16,23,-8.4,18.2,19250,178020.0,9.247792207792207
2020-01-16,24,-9.4,17.3,18312,165110.0,9.016491917868064
2020-01-17,1,-10.2,18.4,18037,168760.0,9.356323113599823
2020-01-17,2,-10.8,17.0,17737,180950.0,10.201837965834132
2020-01-17,3,-11.3,14.4,17649,240090.0,13.603603603603604
2020-01-17,4,-11.6,13.5,17464,282440.0,16.172698121850665
2020-01-17,5,-11.9,12.4,16944,306020.0,18.06067044381492
2020-01-17,6,-12.2,12.4,17422,429350.0,24.644128113879002
2020-01-17,7,-12.4,12.6,18079,647230.0,35.80009956302893
2020-01-17,8,-14.0,13.8,19818,996090.0,50.26188313654254
2020-01-17,9,-14.5,13.1,19808,1140840.0,57.59491114701131
2020-01-17,10,-13.9,11.5,19028,964130.0,50.66901408450704
2020-01-17,11,-12.4,8.7,19099,1044700.0,54.699198910937746
2020-01-17,12,-10.8,7.0,19427,1139120.0,58.63591908169043
2020-01-17,13,-9.5,6.4,19533,1241600.0,63.56422464547177
2020-01-17,14,-8.4,6.2,19375,1307310.0,67.47406451612903
2020-01-17,15,-7.8,3.8,19663,1457990.0,74.14890911864924
2020-01-17,16,-7.6,2.9,19884,1621130.0,81.5293703480185
2020-01-17,17,-7.7,1.8,19908,1600060.0,80.37271448663854
2020-01-17,18,-8.7,2.6,20969,1580760.0,75.3855691735419
2020-01-17,19,-9.1,3.3,20626,1466990.0,71.12333947444972
2020-01-17,20,-8.7,4.1,20326,1461990.0,71.92708845813245
2020-01-17,21,-8.6,1.5,19711,1503040.0,76.25386839835625
2020-01-17,22,-8.7,6.1,19504,1252300.0,64.20734208367514
2020-01-17,23,-8.5,6.8,18206,981230.0,53.895968362078435
2020-01-17,24,-8.2,7.1,17523,694070.0,39.60908520230554
2020-01-18,1,-7.7,8.2,17015,323080.0,18.987951807228917
2020-01-18,2,-6.9,10.8,17089,208880.0,12.223067470302533
2020-01-18,3,-6.1,15.7,17253,161590.0,9.36590737842694
2020-01-18,4,-5.6,19.5,17602,161690.0,9.185887967276447
2020-01-18,5,-5.6,22.2,17778,161820.0,9.102261221734729
2020-01-18,6,-5.5,23.9,18076,162190.0,8.972670944899313
2020-01-18,7,-5.2,23.7,18588,162190.0,8.725521842048634
